program,problem,arm,language,source_sha256,input_sha256,execution_id,Omega_CC,Omega_hat_NativeTrace,Omega_hat_StateSize,Omega_hat_StateLoad,state_measurement_status,Omega_hat_NativeTrace_relation,Omega_hat_NativeTrace_reported,Omega_hat_StateSize_relation,Omega_hat_StateSize_reported,Omega_hat_StateLoad_relation,Omega_hat_StateLoad_reported
atcoder/abc314_f/short-trace-final,atcoder/abc314_f,short-trace-final,Python 3.12,abdf14c9fba5b7f595725d92fd509b5788810a34954a28aad67aa3b210a21619,4b423607f8bc183da385dffef1a4a6dfb5535f6ba71b3d7b8c2540730818e91e,sha256:c50b8fc202198c3cbc5987c7ed24978270dbfcb4b54f30e992a9e525f93e7ec0,11,1125,127,22455,EXACT,=,1125,=,127,=,22455
atcoder/abc315_e/short-trace-final,atcoder/abc315_e,short-trace-final,Python 3.12,9841630cfb1d9ae393044b10c3a909007f6dfab12a2be298adfb6a1cd97f57b9,61d81aea04638863356a195a31ce6fb3578e4f61c77f6d1ccf23fb021d59ebad,sha256:02d65e83a7d395d38f2b76c64f67084c357cd6430914de38e9b61c411510c804,7,549,51,3288,EXACT,=,549,=,51,=,3288
atcoder/abc315_f/short-trace-final,atcoder/abc315_f,short-trace-final,Python 3.12,6fe0289b593ada7396b129a7e475cdac1e923131ca458011e9631c4ee14a3685,2123ece614e3ded93b335520e3db5ade20633e3ddd1b3343b38eb7ea92aaabf2,sha256:eac4fce5ea9d6bc92a2708e1df458834f16601381b34ae4349be359f99404cc0,9,17259,167,522514,EXACT,=,17259,=,167,=,522514
atcoder/abc318_e/short-trace-final,atcoder/abc318_e,short-trace-final,Python 3.12,330a5a704e00cc41a8d0e7865d7438e06e4d9c7457b5cba7079bef67f13a5995,c5f21d1c2122d20cd6680bcf377648f9fa3ca1205ec87166932d931f13964cc0,sha256:d2f5e396d3ed5cf476ac7889115084d1e70254ef0af8f19771e88a7549e7526e,6,280,23,789,EXACT,=,280,=,23,=,789
atcoder/abc319_e/short-trace-final,atcoder/abc319_e,short-trace-final,Python 3.12,5577ee65bf2b5615cfcf35c4241b91d44a2a9765c03a4ca5a5e983f14ae1263f,7a1337e2f1cae636153ed9c19e0560876a7d76555cfc69b0f961c8289be9513b,sha256:a82fc8421d4fce31e4cdfeec55ebf7546258008896692257a858efe5dd35b0f6,9,132716,3389,45740605,EXACT,=,132716,=,3389,=,45740605
atcoder/abc320_e/short-trace-final,atcoder/abc320_e,short-trace-final,Python 3.12,0f1e2c3064c78f2d6987c82ada6896e3c376c0ae015cca46731da1c85f2395ba,dad35c118c91d8e2803d45d4d9632d7ce99f2653f568eeeb6a6ade89731dee2b,sha256:d609988601782f1ed06a9a984bb562cd75582e1c7f36023c5ec0202d25785bcf,8,189,31,731,EXACT,=,189,=,31,=,731
atcoder/abc322_e/short-trace-final,atcoder/abc322_e,short-trace-final,Python 3.12,296d3d5fe8430fd2563ff294524e932c799db38b154c3c45f6fe7cf3ab689b6f,49de5ae64eeb1e802263798410dcb727e4dc69427a3615bf9c76480bf109f110,sha256:d471bd5a65dda3d81ee3c5114a987eb19c35c561003348ba4eeeb2ed3283b08b,9,1857,133,27264,EXACT,=,1857,=,133,=,27264
atcoder/abc323_d/short-trace-final,atcoder/abc323_d,short-trace-final,Python 3.12,f94d1b2a0e241e682871c70343a6e9a12251fd8481e39bd134f88ee87936b7f1,27915cdfdaad5f56d26be70f89b8a15075b30223630bd0c3cc21b769d29e945e,sha256:459be16bc2c20ad5c367c33c55889e5c05a4acb694d4473aafa0684da6c09b48,6,202,22,608,EXACT,=,202,=,22,=,608
atcoder/abc323_e/short-trace-final,atcoder/abc323_e,short-trace-final,Python 3.12,03944de8072da291ad1517bfe2f48602c6e457a7697a2028c6be2bd09876dd7d,3639e12ca0a0fd0749b3d9c11b4482e24f8bc1399ed3779ef36138ed05ba0ad6,sha256:6c00440467d6c361f8489a66da4dc0e9066e21bec2f567176f39a8dbf1ad5229,8,228,16,270,EXACT,=,228,=,16,=,270
atcoder/abc324_d/short-trace-final,atcoder/abc324_d,short-trace-final,Python 3.12,dd6c129e4203f36f190ec895c3c956404caff8a4907c20e923acd680c1fde787,b8ecbfc7015987f0327ef35749b47d5903f2c4029325106141a007a52b300c41,sha256:3a0ed4bc7b0ede5eb4439e029c3ba07b97a4f86badfe99ba5ac76d65676c3a3c,9,2257,42,18277,EXACT,=,2257,=,42,=,18277
atcoder/abc324_e/short-trace-final,atcoder/abc324_e,short-trace-final,Python 3.12,111f9c76d8973b962635a2b363a594d1b159b44d1de87cb9bc145b2ea1e66358,7c544b94254ec76f76818275ac8895b2e1ecb53a23c748a6df34247b594ce442,sha256:c6b2d1dcb23ee0e82259f32a030e14cf2edae5d14ee0fd4bb6c07270d0f442ec,14,186,24,512,EXACT,=,186,=,24,=,512
atcoder/abc324_f/short-trace-final,atcoder/abc324_f,short-trace-final,Python 3.12,cc045ecc0080251748363f44eab836138abd4126b3be092c5d0f6e941d9d6798,3cd1f281d9a2c404bf1c35db6287efb9d98c4313a20e8592ff60d5d1371e8448,sha256:2c22916b3645837542b307871358d9dc009ce2df50ce109efe7a1347eb931eab,11,32119,70,311572,EXACT,=,32119,=,70,=,311572
atcoder/abc325_d/short-trace-final,atcoder/abc325_d,short-trace-final,Python 3.12,5ae2481447453ce6c3be7780a8006ddade7109a46f342eebd09ae133e695b730,cce0484faff5b35bd3e90fc76295d6315836f7ed75450d7e2b2cc03fc2d1ca25,sha256:86ea8d445d7a72a992c271926be70d8f3d9b375e4bc8d24f887ae8ad8d6dc058,10,995,45,4510,EXACT,=,995,=,45,=,4510
atcoder/abc325_e/short-trace-final,atcoder/abc325_e,short-trace-final,Python 3.12,f5f8b3959d7cf390bd164ce9e5ad2bd2b92cd9b5dd279bd4c704ab9f4a42af37,68a2fc961940298d7bbcca9b114f4654af911ef1e447e16fee718b5f817c785d,sha256:e16a05e442cdc529b79a80451d9c11e3fc3fb7f02358d94c74f5c366d5b24f5b,15,1981,268,53077,EXACT,=,1981,=,268,=,53077
atcoder/abc325_f/short-trace-final,atcoder/abc325_f,short-trace-final,Python 3.12,347a7d12bbd15767ebf863990cc47121859a740baa69b2d6e1c78f8b1d39e85f,dcf56031e95413e1a5d0f02e07353c251089fca27caf1cf16563d8629757ed47,sha256:5cde2cc1183f7a44b3eddea532932ce276707ed39665506187337596224b2048,10,1587,27,6346,EXACT,=,1587,=,27,=,6346
atcoder/abc326_d/short-trace-final,atcoder/abc326_d,short-trace-final,Python 3.12,7104daeab8f817f3559232effeb2e6e8a140c6a05916c39c787757a47f32f8f6,cbf6f30d3b49cb69a2297d8fee728254644719194a4a7de49ca16125ee85d1da,sha256:adceab030cc1c8bef8f523778e3fe4911756e2c9670a11b6c05bf594cd23eb33,152,6461,40,25778,EXACT,=,6461,=,40,=,25778
atcoder/abc326_e/short-trace-final,atcoder/abc326_e,short-trace-final,Python 3.12,9b322d2c08ed8f206d6942e9d9c7c85ee3e2e1b9f177ec1368f1dae4944d6e2c,805641b67f599f9cf2349c0eae119ccae953baa7f5e1642815c27d66aeb94f0d,sha256:f03d5ac4f515fbc511db14366f46994db72384c8124301c9ff70081faf8c4431,3,206,15,427,EXACT,=,206,=,15,=,427
atcoder/abc327_e/short-trace-final,atcoder/abc327_e,short-trace-final,Python 3.12,549aba096bfd7dfaa709d4b2104aae87f4f66e5210ffb53e9defdb4a4f40cb6e,3771f91e8eb83dae5e05f2875b4787901ec78314abfd743a3656dd29810826b6,sha256:c3ad3a4afa75dd4129a3d9523bda48ca9ae9d98a25c71e4b093c0ebeff45218d,4,348,13,550,EXACT,=,348,=,13,=,550
atcoder/abc328_d/short-trace-final,atcoder/abc328_d,short-trace-final,Python 3.12,0f8e3ee258c9ecf404e6454e5bae5a389af954aeabed602b801be1af78fda535,1be0592471f38bc52bf41fbcb376348826bf6316b181a297fb6f6beb5c69f245,sha256:061a178c308e2e8ad261b89227d4b6c318ab44660467bf8d5c1cbe6c65accee5,5,1044,50,8817,EXACT,=,1044,=,50,=,8817
atcoder/abc328_e/short-trace-final,atcoder/abc328_e,short-trace-final,Python 3.12,e50dcde3f94524a5714d3d25282c1e503e8dbeb095fbd90519f908677c73b2f0,2edb3d03e21576b345f614f7f1bd97a7f8a11648fe222f42839d8d0643bd8cbc,sha256:84d3dda62bcc83cce0b9e6df7b7c3484e4d0542d153985d2011bff2addecd9ad,11,4495,85,101189,EXACT,=,4495,=,85,=,101189
atcoder/abc330_e/short-trace-final,atcoder/abc330_e,short-trace-final,Python 3.12,3c71028ce105fdf3011fdf75b02b0ab6c0a186f53db3226ad9ea2fab3692017e,98e65825d4e688fb3577c827bc03272f6dae73df7466f22e3e9559fbead62a5f,sha256:f81fd3de1f4bfddd02067ff54f3345b0f64cb6e410f37c256ebcaac84207d9a4,50,1826,37,8985,EXACT,=,1826,=,37,=,8985
atcoder/abc331_d/short-trace-final,atcoder/abc331_d,short-trace-final,Python 3.12,c7dcd9997ec22b27842caa645c253bc20c2ffd828f0163c9e56db8a4e259a54b,c4d0b20d6a8c2e2d65af4f093ff6a36980df16fae735a90ac858c14efe7119cd,sha256:14ffd4222f2bf3c6f73df97e9ca75ad10294c036ed5b3574818121447e61d6d3,14,12649,267,211835,EXACT,=,12649,=,267,=,211835
atcoder/abc331_e/short-trace-final,atcoder/abc331_e,short-trace-final,Python 3.12,42dd7c396e86d64b0d2fcd9e5176d73311b457c9d75ae253e2f9d48ba34d04c0,d2c71b2b3b14611892c8f18f9baf6336409166980ba6acdb6de9be60e41de1d3,sha256:79246d435fc7b4f3cecdaf4701f6ca84f245f5c922c5ba49267adb189dd0bb60,8,955,83,7831,EXACT,=,955,=,83,=,7831
atcoder/abc332_d/short-trace-final,atcoder/abc332_d,short-trace-final,Python 3.12,8fe7722ffe9792d1b0d4b96c2df1520346422f296edb2d634b2083033cd0e4a8,53e7faef4a33fb5ab4edc88a314a814181f57aae02b548cbf8077a957a9b2b59,sha256:a59fbd2a02b902d8fb97cdda8e9100deecb4011dd1057831a2645678b369a36e,19,5847,95,112035,EXACT,=,5847,=,95,=,112035
atcoder/abc333_e/short-trace-final,atcoder/abc333_e,short-trace-final,Python 3.12,e5706808b0052b5e28517858fc3044bcad27886d49d92a6ce40dc63a519e450e,74a07406e684efc36a244c2a993ad55bc2a1334bd42461d121dd3f8f8963977d,sha256:30c12657742561faf479bde30bb0a601c7eec8b97315807449e11be9d355a4f3,9,990,128,18402,EXACT,=,990,=,128,=,18402
atcoder/abc334_e/short-trace-final,atcoder/abc334_e,short-trace-final,Python 3.12,53f3e03aace879d9dea904f245a5d96373be9952145775b69f0f5d341766aadf,b5a827e40653739269427001d2742a6c089fe2aa1c17be8073cfc4f70b630d72,sha256:9145b4771d1b9c583ecbdfeb4bfd0e712f5698a48899b7689466e2ce5f158857,25,6864,151,129875,EXACT,=,6864,=,151,=,129875
atcoder/abc338_d/short-trace-final,atcoder/abc338_d,short-trace-final,Python 3.12,d8995f2b7220b1ec5235e0bcb08d4827194d778b4989f835e39a643a9585b5b1,37630697f885846494530849d3a0a04d3517bb2c935469ad5c30fc41aaab65d1,sha256:d87168fb02e1ee23ec25dcf6f36bf0bb084447b63d4f4400be981b8e0cba152b,13,749,54,4402,EXACT,=,749,=,54,=,4402
atcoder/abc338_e/short-trace-final,atcoder/abc338_e,short-trace-final,Python 3.12,ba9843fcfc12b6fe9a09973aabcbc537abf7d417509d56946b718b0f9aa64c75,fc0468eec77cecb0480d79c65b7644ef419ad7aca3a5337805cb23c5b968e1d2,sha256:002e88f06ab61528092611f3503d52ac15cd069cdb248677a921ef6457f77749,6,366,77,3664,EXACT,=,366,=,77,=,3664
atcoder/abc340_d/short-trace-final,atcoder/abc340_d,short-trace-final,Python 3.12,d2449fe173c593011e1546b5e47167c6a03fc7f799ecc9185c823ba062b0a754,d3857e4f223d65de1c51756152b11804b068d93dacd6779909fac5a799c97b9b,sha256:85ee8836766b90c06d5100081c563204b8fbd6d816c8daceb855182aa3e64277,10,1388,156,19272,EXACT,=,1388,=,156,=,19272
atcoder/abc340_e/short-trace-final,atcoder/abc340_e,short-trace-final,Python 3.12,e27e600b6af8a9cf33554ce4f06a6b2d20e2ae5d8126cd5a1db653a7cc5a55c1,330885377b3828f1d542ce755d759a1f5c153415867b5eb472afc1642a1b5e18,sha256:0e1b45dea2b01579ef2da0546f4fd7a8e798bc527b88a5c6f417f79bf696080c,8,2518,43,15507,EXACT,=,2518,=,43,=,15507
atcoder/abc341_e/short-trace-final,atcoder/abc341_e,short-trace-final,Python 3.12,2ebf837440b6443dbaba07af45c29d1d22ba53f954726eb2ac5fd982baa65645,861ce2236833a3ab806d288e95626761598982432eecdd3e69fb5c174c78d9f9,sha256:e7dba71f5fd1536da98c88b65d0cad0b41f70f7460e719327de02c9a2094c65e,25,1643,55,13890,EXACT,=,1643,=,55,=,13890
atcoder/abc341_f/short-trace-final,atcoder/abc341_f,short-trace-final,Python 3.12,6ac19a57274f9442dee92dcfa18aab889707368a58d0186e244ab9c661b849c4,c5291e25c2bfd71ed2b3d70e68a95a9c8846482d6610a2f37bd3c85e68166c86,sha256:de970ad7fb662b55d81f3189954b490ff1c8c6767d1ad896a8c6f7c30c62f1e3,19,35905,341,893695,EXACT,=,35905,=,341,=,893695
atcoder/abc342_e/short-trace-final,atcoder/abc342_e,short-trace-final,Python 3.12,edc22fc76c9af65f24c4756d4a4f17dd6ad424c89593d1b32bcea2dcaa908f17,e52e69d1400deb94505c8d44b8581c79d8efe47766c70376f952e68c59d1de8e,sha256:2059abd24b828e74b46ae1aaecfa057ce42e2f41aeeb8b7f2fe6ddf8ec61382c,12,3095,633,369414,EXACT,=,3095,=,633,=,369414
atcoder/abc343_e/short-trace-final,atcoder/abc343_e,short-trace-final,Python 3.12,c8616742d22f42a73efa36a331ed283ea8721cb3bacb4c1d84c91b4f15b4d2ac,87d62f744ae2186035092a0085fb65be36a39ffdecfe3d33f17433e772ff714b,sha256:957e52cc1d95aa5879ab6e682d8fea8250fc7260dcb2c961a9082d830a64a1f7,10,3618373,28,20556309,EXACT,=,3618373,=,28,=,20556309
atcoder/abc344_d/short-trace-final,atcoder/abc344_d,short-trace-final,Python 3.12,225226a6162afd78559a69455c35d89c1f73d925af08ead6b07a37328fe5079f,1e6ed46b45503b06395279b37926b64e21b0fb0c35ba5b6de0a26b1ad788dd49,sha256:146f02ec8198f90a55068e581dd32be1478b7b63a9eb2c199d9631002cc53bb4,10,6419,265,223142,EXACT,=,6419,=,265,=,223142
atcoder/abc344_e/short-trace-final,atcoder/abc344_e,short-trace-final,Python 3.12,a74448794f9e93bee151277da965fa97f42f746b4ba35764741e2e691dc1c241,e1894fa4ef28a59d3e3253309355f7d41793089f9befdbe76c6ef0fc7da2a5c1,sha256:16e580395e5387f9e86017a5a70dba5b74ccd57848383690089d9fbbe578a5a1,12,727,78,8700,EXACT,=,727,=,78,=,8700
atcoder/abc345_d/short-trace-final,atcoder/abc345_d,short-trace-final,Python 3.12,f5f030874f4e31124d359fb35ebfa7904175814d863b13677c43cbd8b888eed6,8ce1bc65946cb5c99c043f4c2a2321d005ec70c684df2d79ae20dc46ae13ffce,sha256:37e5510e87577e2381140ed1fea85296d074547fdbac8c74f0f63d7241e8cee8,45,14075,127,314291,EXACT,=,14075,=,127,=,314291
atcoder/abc346_e/short-trace-final,atcoder/abc346_e,short-trace-final,Python 3.12,ac2edfcf240e24b09818f7964cd0fa44f7353d01062023f31cc110443de31052,3dbb38f63d1f5c4b1ed8e919ff161791e5d5179a1cffd3fd8dd21162e2c03272,sha256:e7ff72adeb0d1e0293f34a64b9546b094c22fc010130d77db6bc692c463d5254,17,5000936,400082,400126407773,EXACT,=,5000936,=,400082,=,400126407773
atcoder/abc347_e/short-trace-final,atcoder/abc347_e,short-trace-final,Python 3.12,27f5639a3538a8416ebaee83beb3c5b66280e5e16c57697c8a0ec488e76f55bc,641768411de8412c1a50e44f877436648cfd79811f65f1253b4006c05fe94b8f,sha256:63d5180495bb70a34d33c972b665dd9d7c8b3c47dda2af87c60e683e1dcd0cbb,4,203,29,881,EXACT,=,203,=,29,=,881
atcoder/abc348_d/short-trace-final,atcoder/abc348_d,short-trace-final,Python 3.12,6408ab87b13e4297261018109d3fb6202f3e80762360ce6777e21e270b7553cb,84d4b9a2b1bf6c222cccd839ce2ac48dc82bc2cc903d1d2b5bf1b5daadb7af0b,sha256:e83a706130784f3fbeb2611d23f042aa57be22ef63decc4a67ca45a731dfceb0,24,473,66,3364,EXACT,=,473,=,66,=,3364
atcoder/abc348_e/short-trace-final,atcoder/abc348_e,short-trace-final,Python 3.12,f0041b67ea18b820c300e3056f278a0caf572c128851080d525eb4fd235eca48,82a5219662a57b2509bd834917d46f3f6222ab8aa3f122896da12c3f98101437,sha256:4078cc7f0e75b4b82ca7c9bdd9ca74f8a1c3430074f6239516e7e8ac5efa015b,9,412,58,3127,EXACT,=,412,=,58,=,3127
atcoder/abc349_d/short-trace-final,atcoder/abc349_d,short-trace-final,Python 3.12,06400424b7c3e49988e400f8c5ebb2ade5688b9bddccbc2f80a9b13661ee252e,34653efc18f65c08046ae7c453ad636189cb1e6fb3d218db0ad4211031c212d1,sha256:77865eb8395132ef147d368c4c02a6f319a6238a78650b755f8cade4bd7ab26d,8,2156,14,2549,EXACT,=,2156,=,14,=,2549
atcoder/abc349_e/short-trace-final,atcoder/abc349_e,short-trace-final,Python 3.12,cac9e03804120d42d562a135b945737e3eee7c77d7b75e6e953ba4a9e124120d,85406a7c2497a00f779aa7f93bc62ce87e87a02a5989b293949673eb9cac9324,sha256:a5916374844fcf79f5a4ea3b885e76c0c287985b35072898c97eedcd65d318bd,35,1406582,310,61034623,EXACT,=,1406582,=,310,=,61034623
atcoder/abc351_d/short-trace-final,atcoder/abc351_d,short-trace-final,Python 3.12,8b39ad9fec2027f9eecf04e1215c0ee59d8a01cf0c596995ca8f2af9fd3796f2,d7f84c997fb02ed09d312f35a2081eecae5594786641c1cf5557515421c0d6e7,sha256:2259a7af20cee84a5b86dde54e0fc879f991e75da204901b7ac6de737862eae4,33,2562,87,26128,EXACT,=,2562,=,87,=,26128
atcoder/abc351_e/short-trace-final,atcoder/abc351_e,short-trace-final,Python 3.12,d238cf6d2ea0177387e2ef331cae1f7f6e8b28973ed424ccc067f7e665187b1d,26acb2bfffa92eaedd9aadf0dae3f64fb09535ab3bda35450fef10decb8c4290,sha256:afb1c9431353ac3e2a70e09e517c232201472265cc947c072d3dc73bcf5ab42a,8,594,28,2687,EXACT,=,594,=,28,=,2687
atcoder/abc351_f/short-trace-final,atcoder/abc351_f,short-trace-final,Python 3.12,f373ca7d8b7a3e20aec4ab27cbfdd20c045a39f23c9a5e450cacefa23d94e051,d6108ce41175c68760f4d4756428eda3fe3f43c567010ad99e1ce2baf5e0bb41,sha256:62ac20504c8ea1b707abb97a987436ebee55b1caa0a9e5bdd867ba1ea8a9bd94,17,1512,70,17468,EXACT,=,1512,=,70,=,17468
atcoder/abc352_d/short-trace-final,atcoder/abc352_d,short-trace-final,Python 3.12,9183021dc05df5148f4ed8c0790472effd6533257006d951e985506034a1b6be,2b37d974401c127286f2e935e0effa5e980449e99c6c6c33d7da499773135eae,sha256:59bebe1415559d493de50f863e6b4c02740d9b51f5b8519e2d8aa62295fbb7da,10,413,31,1455,EXACT,=,413,=,31,=,1455
atcoder/abc352_e/short-trace-final,atcoder/abc352_e,short-trace-final,Python 3.12,eba1fbc5315ba05e492aa77334021de7567e4072a4c8904be11fd387e17cc8e1,768e754a29b6420556aca453cecc247d96afc8b244506667badc0c36b8cc1168,sha256:2cac9a592cbb7d2921843020547370751e4d289c531193769a3fa8df773906f8,12,493,44,3259,EXACT,=,493,=,44,=,3259
atcoder/abc353_e/short-trace-final,atcoder/abc353_e,short-trace-final,Python 3.12,2bc906d59e2fdf5fc78048086353c62686cf79439fe72063f2a5763adf5dd935,de0b00cb7c16387732f24e13903ea4c8576ef91ec95b248289049ade90c053de,sha256:566a2008944c8fd1b19b06bb8ac4509420779a5b80dc9c2db0b5850b47edae37,7,445,44,3423,EXACT,=,445,=,44,=,3423
atcoder/abc354_e/short-trace-final,atcoder/abc354_e,short-trace-final,Python 3.12,4266343c9743b2e04f7ea646bcff61cf66d493948d8042343dc7a5773c565b59,fb4d4afe5d148a5df12820fa8f9ba2635ee9de4e5743e29f602563f44ae1964b,sha256:75122522b3afa2320c27220e49bc56c9ad2da69778bfff1339d4fa48c65d6eda,11,1100,44,4329,EXACT,=,1100,=,44,=,4329
atcoder/abc356_e/short-trace-final,atcoder/abc356_e,short-trace-final,Python 3.12,82e65098f9e8422654e42eabe09d201ee9e5e30fccc0bebe4276efa7a5a90b38,27ca0a3a30f66b96736aa6cd0872277874b42ee44b701d8a2da6a1e6845b3d4b,sha256:884b510d7c9db6c565c49c734b27bd5158731cc9bb6c439d906ab8ae7f335f31,8,72833698,NOT_MEASURED,NOT_MEASURED,LOWER_BOUND_TIMEOUT,>=,5251866,>=,1437652,>=,1066825273038
