schema_version,benchmark,problem,arm,language,source_sha256,input_sha256,execution_id,metric,value,value_relation,status,not_measured_reason,adapter,adapter_version,runtime,observation_convention,repetitions,source_profile
program-complexity-normalized-v2,lcb_hard_v1_cpp,atcoder/abc338_f,inside-loop-state,cpp,5bb0cdfa40149e1647dd68ae2f5dcd8e9c522899adc3b1ae916553de168dbf76,530378a133b206656a4a955dc386cf1495b96624955c30a076c6989455eadc2f,sha256:1ccae5ace4ad3d095df0ecd9064339d21785da7e3b3331ac3c1abb3a0fe9e57d,Omega_hat_StateSize,2133,=,MEASURED,,clang-18.1.8-coverage-state-load-v1,clang-18.1.8-coverage-state-load-v1,Clang 18.1.8 Linux amd64 container,clang-18.1.8-coverage-state-load-v1,3,experiments/lcb_hard_v1_cpp/measurements/program-complexity/inside-loop-state/cpp/profiles.jsonl
program-complexity-normalized-v2,lcb_hard_v1_cpp,atcoder/abc338_f,inside-loop-state,cpp,5bb0cdfa40149e1647dd68ae2f5dcd8e9c522899adc3b1ae916553de168dbf76,530378a133b206656a4a955dc386cf1495b96624955c30a076c6989455eadc2f,sha256:1ccae5ace4ad3d095df0ecd9064339d21785da7e3b3331ac3c1abb3a0fe9e57d,Omega_hat_StateLoad,9834453,=,MEASURED,,clang-18.1.8-coverage-state-load-v1,clang-18.1.8-coverage-state-load-v1,Clang 18.1.8 Linux amd64 container,clang-18.1.8-coverage-state-load-v1,3,experiments/lcb_hard_v1_cpp/measurements/program-complexity/inside-loop-state/cpp/profiles.jsonl
program-complexity-normalized-v2,lcb_hard_v1_cpp,atcoder/abc338_f,post-loop-state,cpp,c1622cf8fcdddc48b113f0d9714f842767a2b0609941e48e1010b0e87996762d,530378a133b206656a4a955dc386cf1495b96624955c30a076c6989455eadc2f,sha256:f4a441e47af0d6dac2ae616633396f1227f0c1aca1b5f696283d531159fa9e50,Omega_CC,30,=,MEASURED,,cpp-preprocessed-control-flow-v1,cpp-preprocessed-control-flow-v1,Clang 18.1.8 Linux amd64 container,,1,experiments/lcb_hard_v1_cpp/measurements/program-complexity/post-loop-state/cpp/profiles.jsonl
program-complexity-normalized-v2,lcb_hard_v1_cpp,atcoder/abc338_f,post-loop-state,cpp,c1622cf8fcdddc48b113f0d9714f842767a2b0609941e48e1010b0e87996762d,530378a133b206656a4a955dc386cf1495b96624955c30a076c6989455eadc2f,sha256:f4a441e47af0d6dac2ae616633396f1227f0c1aca1b5f696283d531159fa9e50,Omega_hat_NativeTrace,11790,=,MEASURED,,clang-18.1.8-coverage-state-load-v1,clang-18.1.8-coverage-state-load-v1,Clang 18.1.8 Linux amd64 container,clang-18.1.8-coverage-state-load-v1,3,experiments/lcb_hard_v1_cpp/measurements/program-complexity/post-loop-state/cpp/profiles.jsonl
program-complexity-normalized-v2,lcb_hard_v1_cpp,atcoder/abc338_f,post-loop-state,cpp,c1622cf8fcdddc48b113f0d9714f842767a2b0609941e48e1010b0e87996762d,530378a133b206656a4a955dc386cf1495b96624955c30a076c6989455eadc2f,sha256:f4a441e47af0d6dac2ae616633396f1227f0c1aca1b5f696283d531159fa9e50,Omega_hat_StateSize,2133,=,MEASURED,,clang-18.1.8-coverage-state-load-v1,clang-18.1.8-coverage-state-load-v1,Clang 18.1.8 Linux amd64 container,clang-18.1.8-coverage-state-load-v1,3,experiments/lcb_hard_v1_cpp/measurements/program-complexity/post-loop-state/cpp/profiles.jsonl
program-complexity-normalized-v2,lcb_hard_v1_cpp,atcoder/abc338_f,post-loop-state,cpp,c1622cf8fcdddc48b113f0d9714f842767a2b0609941e48e1010b0e87996762d,530378a133b206656a4a955dc386cf1495b96624955c30a076c6989455eadc2f,sha256:f4a441e47af0d6dac2ae616633396f1227f0c1aca1b5f696283d531159fa9e50,Omega_hat_StateLoad,19302121,=,MEASURED,,clang-18.1.8-coverage-state-load-v1,clang-18.1.8-coverage-state-load-v1,Clang 18.1.8 Linux amd64 container,clang-18.1.8-coverage-state-load-v1,3,experiments/lcb_hard_v1_cpp/measurements/program-complexity/post-loop-state/cpp/profiles.jsonl
program-complexity-normalized-v2,lcb_hard_v1_cpp,atcoder/abc370_f,short-trace-final,cpp,390393e76b4be5d0658f06aeb6bbef6fcce8b61a70d925044b22fea42c871fb7,621be8689c5f6c9c7c2256bf30eddfbf15d91e0315e22e8b9e2162a762ffe868,sha256:14edfb6609b71b9b3da5939d2f56eeb58281ddc2ca6cb06a67bd001f9643e5b7,Omega_CC,22,=,MEASURED,,cpp-preprocessed-control-flow-v1,cpp-preprocessed-control-flow-v1,Clang 18.1.8 Linux amd64 container,,1,experiments/lcb_hard_v1_cpp/measurements/program-complexity/short-trace-final/cpp/profiles.jsonl
program-complexity-normalized-v2,lcb_hard_v1_cpp,atcoder/abc370_f,short-trace-final,cpp,390393e76b4be5d0658f06aeb6bbef6fcce8b61a70d925044b22fea42c871fb7,621be8689c5f6c9c7c2256bf30eddfbf15d91e0315e22e8b9e2162a762ffe868,sha256:14edfb6609b71b9b3da5939d2f56eeb58281ddc2ca6cb06a67bd001f9643e5b7,Omega_hat_NativeTrace,42124,=,MEASURED,,clang-18.1.8-coverage-state-load-v1,clang-18.1.8-coverage-state-load-v1,Clang 18.1.8 Linux amd64 container,clang-18.1.8-coverage-state-load-v1,3,experiments/lcb_hard_v1_cpp/measurements/program-complexity/short-trace-final/cpp/profiles.jsonl
program-complexity-normalized-v2,lcb_hard_v1_cpp,atcoder/abc370_f,short-trace-final,cpp,390393e76b4be5d0658f06aeb6bbef6fcce8b61a70d925044b22fea42c871fb7,621be8689c5f6c9c7c2256bf30eddfbf15d91e0315e22e8b9e2162a762ffe868,sha256:14edfb6609b71b9b3da5939d2f56eeb58281ddc2ca6cb06a67bd001f9643e5b7,Omega_hat_StateSize,26000721,=,MEASURED,,clang-18.1.8-coverage-state-load-v1,clang-18.1.8-coverage-state-load-v1,Clang 18.1.8 Linux amd64 container,clang-18.1.8-coverage-state-load-v1,3,experiments/lcb_hard_v1_cpp/measurements/program-complexity/short-trace-final/cpp/profiles.jsonl
program-complexity-normalized-v2,lcb_hard_v1_cpp,atcoder/abc370_f,short-trace-final,cpp,390393e76b4be5d0658f06aeb6bbef6fcce8b61a70d925044b22fea42c871fb7,621be8689c5f6c9c7c2256bf30eddfbf15d91e0315e22e8b9e2162a762ffe868,sha256:14edfb6609b71b9b3da5939d2f56eeb58281ddc2ca6cb06a67bd001f9643e5b7,Omega_hat_StateLoad,1692446920,=,MEASURED,,clang-18.1.8-coverage-state-load-v1,clang-18.1.8-coverage-state-load-v1,Clang 18.1.8 Linux amd64 container,clang-18.1.8-coverage-state-load-v1,3,experiments/lcb_hard_v1_cpp/measurements/program-complexity/short-trace-final/cpp/profiles.jsonl
program-complexity-normalized-v2,lcb_hard_v1_cpp,atcoder/abc370_f,long-trace-final,cpp,390393e76b4be5d0658f06aeb6bbef6fcce8b61a70d925044b22fea42c871fb7,8fa1ff7bbac69bc2fd1fecea53f430c4d5406c2f0f7130f54fd5a3cc4b6b4a51,sha256:043f569acabd481ead68bc6732168016dcc7ef0f9004d30e49df468bd128672e,Omega_CC,22,=,MEASURED,,cpp-preprocessed-control-flow-v1,cpp-preprocessed-control-flow-v1,Clang 18.1.8 Linux amd64 container,,1,experiments/lcb_hard_v1_cpp/measurements/program-complexity/long-trace-final/cpp/profiles.jsonl
program-complexity-normalized-v2,lcb_hard_v1_cpp,atcoder/abc370_f,long-trace-final,cpp,390393e76b4be5d0658f06aeb6bbef6fcce8b61a70d925044b22fea42c871fb7,8fa1ff7bbac69bc2fd1fecea53f430c4d5406c2f0f7130f54fd5a3cc4b6b4a51,sha256:043f569acabd481ead68bc6732168016dcc7ef0f9004d30e49df468bd128672e,Omega_hat_NativeTrace,7285388,=,MEASURED,,clang-18.1.8-coverage-state-load-v1,clang-18.1.8-coverage-state-load-v1,Clang 18.1.8 Linux amd64 container,clang-18.1.8-coverage-state-load-v1,3,experiments/lcb_hard_v1_cpp/measurements/program-complexity/long-trace-final/cpp/profiles.jsonl
program-complexity-normalized-v2,lcb_hard_v1_cpp,atcoder/abc370_f,long-trace-final,cpp,390393e76b4be5d0658f06aeb6bbef6fcce8b61a70d925044b22fea42c871fb7,8fa1ff7bbac69bc2fd1fecea53f430c4d5406c2f0f7130f54fd5a3cc4b6b4a51,sha256:043f569acabd481ead68bc6732168016dcc7ef0f9004d30e49df468bd128672e,Omega_hat_StateSize,26000721,=,MEASURED,,clang-18.1.8-coverage-state-load-v1,clang-18.1.8-coverage-state-load-v1,Clang 18.1.8 Linux amd64 container,clang-18.1.8-coverage-state-load-v1,3,experiments/lcb_hard_v1_cpp/measurements/program-complexity/long-trace-final/cpp/profiles.jsonl
program-complexity-normalized-v2,lcb_hard_v1_cpp,atcoder/abc370_f,long-trace-final,cpp,390393e76b4be5d0658f06aeb6bbef6fcce8b61a70d925044b22fea42c871fb7,8fa1ff7bbac69bc2fd1fecea53f430c4d5406c2f0f7130f54fd5a3cc4b6b4a51,sha256:043f569acabd481ead68bc6732168016dcc7ef0f9004d30e49df468bd128672e,Omega_hat_StateLoad,1692446920,=,MEASURED,,clang-18.1.8-coverage-state-load-v1,clang-18.1.8-coverage-state-load-v1,Clang 18.1.8 Linux amd64 container,clang-18.1.8-coverage-state-load-v1,3,experiments/lcb_hard_v1_cpp/measurements/program-complexity/long-trace-final/cpp/profiles.jsonl
program-complexity-normalized-v2,lcb_hard_v1_cpp,atcoder/abc370_f,inside-loop-state,cpp,0c3fb2fcae8e8b1761c4790b2e848a476c1e85f09ebc3e27fa8b6c92eddab41b,8fa1ff7bbac69bc2fd1fecea53f430c4d5406c2f0f7130f54fd5a3cc4b6b4a51,sha256:9c8d42527ae9c4ad464499399982e9007f2938bf743560525b3def1f2ae2f71d,Omega_CC,36,=,MEASURED,,cpp-preprocessed-control-flow-v1,cpp-preprocessed-control-flow-v1,Clang 18.1.8 Linux amd64 container,,1,experiments/lcb_hard_v1_cpp/measurements/program-complexity/inside-loop-state/cpp/profiles.jsonl
program-complexity-normalized-v2,lcb_hard_v1_cpp,atcoder/abc370_f,inside-loop-state,cpp,0c3fb2fcae8e8b1761c4790b2e848a476c1e85f09ebc3e27fa8b6c92eddab41b,8fa1ff7bbac69bc2fd1fecea53f430c4d5406c2f0f7130f54fd5a3cc4b6b4a51,sha256:9c8d42527ae9c4ad464499399982e9007f2938bf743560525b3def1f2ae2f71d,Omega_hat_NativeTrace,7284396,=,MEASURED,,clang-18.1.8-coverage-state-load-v1,clang-18.1.8-coverage-state-load-v1,Clang 18.1.8 Linux amd64 container,clang-18.1.8-coverage-state-load-v1,3,experiments/lcb_hard_v1_cpp/measurements/program-complexity/inside-loop-state/cpp/profiles.jsonl
program-complexity-normalized-v2,lcb_hard_v1_cpp,atcoder/abc370_f,inside-loop-state,cpp,0c3fb2fcae8e8b1761c4790b2e848a476c1e85f09ebc3e27fa8b6c92eddab41b,8fa1ff7bbac69bc2fd1fecea53f430c4d5406c2f0f7130f54fd5a3cc4b6b4a51,sha256:9c8d42527ae9c4ad464499399982e9007f2938bf743560525b3def1f2ae2f71d,Omega_hat_StateSize,26000724,=,MEASURED,,clang-18.1.8-coverage-state-load-v1,clang-18.1.8-coverage-state-load-v1,Clang 18.1.8 Linux amd64 container,clang-18.1.8-coverage-state-load-v1,3,experiments/lcb_hard_v1_cpp/measurements/program-complexity/inside-loop-state/cpp/profiles.jsonl
program-complexity-normalized-v2,lcb_hard_v1_cpp,atcoder/abc370_f,inside-loop-state,cpp,0c3fb2fcae8e8b1761c4790b2e848a476c1e85f09ebc3e27fa8b6c92eddab41b,8fa1ff7bbac69bc2fd1fecea53f430c4d5406c2f0f7130f54fd5a3cc4b6b4a51,sha256:9c8d42527ae9c4ad464499399982e9007f2938bf743560525b3def1f2ae2f71d,Omega_hat_StateLoad,2784477340,=,MEASURED,,clang-18.1.8-coverage-state-load-v1,clang-18.1.8-coverage-state-load-v1,Clang 18.1.8 Linux amd64 container,clang-18.1.8-coverage-state-load-v1,3,experiments/lcb_hard_v1_cpp/measurements/program-complexity/inside-loop-state/cpp/profiles.jsonl
program-complexity-normalized-v2,lcb_hard_v1_cpp,atcoder/abc370_f,post-loop-state,cpp,b54fb90603101aaa50e414c18fc6932912e385288830b56a422bc94cc7c1db86,8fa1ff7bbac69bc2fd1fecea53f430c4d5406c2f0f7130f54fd5a3cc4b6b4a51,sha256:b2c58656b2c858ef54db0f0eac54936057588bf7e6ab656c17ddeab4cf73177e,Omega_CC,36,=,MEASURED,,cpp-preprocessed-control-flow-v1,cpp-preprocessed-control-flow-v1,Clang 18.1.8 Linux amd64 container,,1,experiments/lcb_hard_v1_cpp/measurements/program-complexity/post-loop-state/cpp/profiles.jsonl
program-complexity-normalized-v2,lcb_hard_v1_cpp,atcoder/abc370_f,post-loop-state,cpp,b54fb90603101aaa50e414c18fc6932912e385288830b56a422bc94cc7c1db86,8fa1ff7bbac69bc2fd1fecea53f430c4d5406c2f0f7130f54fd5a3cc4b6b4a51,sha256:b2c58656b2c858ef54db0f0eac54936057588bf7e6ab656c17ddeab4cf73177e,Omega_hat_NativeTrace,7285397,=,MEASURED,,clang-18.1.8-coverage-state-load-v1,clang-18.1.8-coverage-state-load-v1,Clang 18.1.8 Linux amd64 container,clang-18.1.8-coverage-state-load-v1,3,experiments/lcb_hard_v1_cpp/measurements/program-complexity/post-loop-state/cpp/profiles.jsonl
program-complexity-normalized-v2,lcb_hard_v1_cpp,atcoder/abc370_f,post-loop-state,cpp,b54fb90603101aaa50e414c18fc6932912e385288830b56a422bc94cc7c1db86,8fa1ff7bbac69bc2fd1fecea53f430c4d5406c2f0f7130f54fd5a3cc4b6b4a51,sha256:b2c58656b2c858ef54db0f0eac54936057588bf7e6ab656c17ddeab4cf73177e,Omega_hat_StateSize,26000724,=,MEASURED,,clang-18.1.8-coverage-state-load-v1,clang-18.1.8-coverage-state-load-v1,Clang 18.1.8 Linux amd64 container,clang-18.1.8-coverage-state-load-v1,3,experiments/lcb_hard_v1_cpp/measurements/program-complexity/post-loop-state/cpp/profiles.jsonl
program-complexity-normalized-v2,lcb_hard_v1_cpp,atcoder/abc370_f,post-loop-state,cpp,b54fb90603101aaa50e414c18fc6932912e385288830b56a422bc94cc7c1db86,8fa1ff7bbac69bc2fd1fecea53f430c4d5406c2f0f7130f54fd5a3cc4b6b4a51,sha256:b2c58656b2c858ef54db0f0eac54936057588bf7e6ab656c17ddeab4cf73177e,Omega_hat_StateLoad,2784477340,=,MEASURED,,clang-18.1.8-coverage-state-load-v1,clang-18.1.8-coverage-state-load-v1,Clang 18.1.8 Linux amd64 container,clang-18.1.8-coverage-state-load-v1,3,experiments/lcb_hard_v1_cpp/measurements/program-complexity/post-loop-state/cpp/profiles.jsonl
program-complexity-normalized-v2,lcb_hard_v1_cpp,atcoder/abc370_g,short-trace-final,cpp,d584f3d6eeaa29fd5b8e07256a25fb5a4fb51c4121617615dc855237581a97b5,1ff1273ff0843500f56e865a8db4eef6b86f93e801c74545141fe0de19fff83e,sha256:8c9d3e2d722333e0febdc929bab8722e87af1a067b5a9f1e26b24a404e9128db,Omega_CC,30,=,MEASURED,,cpp-preprocessed-control-flow-v1,cpp-preprocessed-control-flow-v1,Clang 18.1.8 Linux amd64 container,,1,experiments/lcb_hard_v1_cpp/measurements/program-complexity/short-trace-final/cpp/profiles.jsonl
program-complexity-normalized-v2,lcb_hard_v1_cpp,atcoder/abc370_g,short-trace-final,cpp,d584f3d6eeaa29fd5b8e07256a25fb5a4fb51c4121617615dc855237581a97b5,1ff1273ff0843500f56e865a8db4eef6b86f93e801c74545141fe0de19fff83e,sha256:8c9d3e2d722333e0febdc929bab8722e87af1a067b5a9f1e26b24a404e9128db,Omega_hat_NativeTrace,8069,=,MEASURED,,clang-18.1.8-coverage-state-load-v1,clang-18.1.8-coverage-state-load-v1,Clang 18.1.8 Linux amd64 container,clang-18.1.8-coverage-state-load-v1,3,experiments/lcb_hard_v1_cpp/measurements/program-complexity/short-trace-final/cpp/profiles.jsonl
program-complexity-normalized-v2,lcb_hard_v1_cpp,atcoder/abc370_g,short-trace-final,cpp,d584f3d6eeaa29fd5b8e07256a25fb5a4fb51c4121617615dc855237581a97b5,1ff1273ff0843500f56e865a8db4eef6b86f93e801c74545141fe0de19fff83e,sha256:8c9d3e2d722333e0febdc929bab8722e87af1a067b5a9f1e26b24a404e9128db,Omega_hat_StateSize,1400221,=,MEASURED,,clang-18.1.8-coverage-state-load-v1,clang-18.1.8-coverage-state-load-v1,Clang 18.1.8 Linux amd64 container,clang-18.1.8-coverage-state-load-v1,3,experiments/lcb_hard_v1_cpp/measurements/program-complexity/short-trace-final/cpp/profiles.jsonl
program-complexity-normalized-v2,lcb_hard_v1_cpp,atcoder/abc370_g,short-trace-final,cpp,d584f3d6eeaa29fd5b8e07256a25fb5a4fb51c4121617615dc855237581a97b5,1ff1273ff0843500f56e865a8db4eef6b86f93e801c74545141fe0de19fff83e,sha256:8c9d3e2d722333e0febdc929bab8722e87af1a067b5a9f1e26b24a404e9128db,Omega_hat_StateLoad,437066401,=,MEASURED,,clang-18.1.8-coverage-state-load-v1,clang-18.1.8-coverage-state-load-v1,Clang 18.1.8 Linux amd64 container,clang-18.1.8-coverage-state-load-v1,3,experiments/lcb_hard_v1_cpp/measurements/program-complexity/short-trace-final/cpp/profiles.jsonl
program-complexity-normalized-v2,lcb_hard_v1_cpp,atcoder/abc370_g,long-trace-final,cpp,d584f3d6eeaa29fd5b8e07256a25fb5a4fb51c4121617615dc855237581a97b5,cc2403851ef8f6c9de167a86c6f76922bd0045697769cd1160695cb866b875d1,sha256:2bec58a929f57b45d9d7773b079c3275677a7fe2cf7d5d7458559135c58250af,Omega_CC,30,=,MEASURED,,cpp-preprocessed-control-flow-v1,cpp-preprocessed-control-flow-v1,Clang 18.1.8 Linux amd64 container,,1,experiments/lcb_hard_v1_cpp/measurements/program-complexity/long-trace-final/cpp/profiles.jsonl
program-complexity-normalized-v2,lcb_hard_v1_cpp,atcoder/abc370_g,long-trace-final,cpp,d584f3d6eeaa29fd5b8e07256a25fb5a4fb51c4121617615dc855237581a97b5,cc2403851ef8f6c9de167a86c6f76922bd0045697769cd1160695cb866b875d1,sha256:2bec58a929f57b45d9d7773b079c3275677a7fe2cf7d5d7458559135c58250af,Omega_hat_NativeTrace,378558641,=,MEASURED,,clang-18.1.8-coverage-state-load-v1,clang-18.1.8-coverage-state-load-v1,Clang 18.1.8 Linux amd64 container,clang-18.1.8-coverage-state-load-v1,3,experiments/lcb_hard_v1_cpp/measurements/program-complexity/long-trace-final/cpp/profiles.jsonl
program-complexity-normalized-v2,lcb_hard_v1_cpp,atcoder/abc370_g,long-trace-final,cpp,d584f3d6eeaa29fd5b8e07256a25fb5a4fb51c4121617615dc855237581a97b5,cc2403851ef8f6c9de167a86c6f76922bd0045697769cd1160695cb866b875d1,sha256:2bec58a929f57b45d9d7773b079c3275677a7fe2cf7d5d7458559135c58250af,Omega_hat_StateSize,1400271,=,MEASURED,,clang-18.1.8-coverage-state-load-v1,clang-18.1.8-coverage-state-load-v1,Clang 18.1.8 Linux amd64 container,clang-18.1.8-coverage-state-load-v1,3,experiments/lcb_hard_v1_cpp/measurements/program-complexity/long-trace-final/cpp/profiles.jsonl
program-complexity-normalized-v2,lcb_hard_v1_cpp,atcoder/abc370_g,long-trace-final,cpp,d584f3d6eeaa29fd5b8e07256a25fb5a4fb51c4121617615dc855237581a97b5,cc2403851ef8f6c9de167a86c6f76922bd0045697769cd1160695cb866b875d1,sha256:2bec58a929f57b45d9d7773b079c3275677a7fe2cf7d5d7458559135c58250af,Omega_hat_StateLoad,205480179366224,=,MEASURED,,clang-18.1.8-coverage-state-load-v1,clang-18.1.8-coverage-state-load-v1,Clang 18.1.8 Linux amd64 container,clang-18.1.8-coverage-state-load-v1,3,experiments/lcb_hard_v1_cpp/measurements/program-complexity/long-trace-final/cpp/profiles.jsonl
program-complexity-normalized-v2,lcb_hard_v1_cpp,atcoder/abc370_g,inside-loop-state,cpp,072a16f5dcdec11e88d1de8d29edc34fa942fe64e8ca3d0d9f9b23abdd6f425a,cc2403851ef8f6c9de167a86c6f76922bd0045697769cd1160695cb866b875d1,sha256:fb0bd9246471b8ad403d6686ff2e0149db79d63f940c8fb29b820c7c060b0bea,Omega_CC,44,=,MEASURED,,cpp-preprocessed-control-flow-v1,cpp-preprocessed-control-flow-v1,Clang 18.1.8 Linux amd64 container,,1,experiments/lcb_hard_v1_cpp/measurements/program-complexity/inside-loop-state/cpp/profiles.jsonl
program-complexity-normalized-v2,lcb_hard_v1_cpp,atcoder/abc370_g,inside-loop-state,cpp,072a16f5dcdec11e88d1de8d29edc34fa942fe64e8ca3d0d9f9b23abdd6f425a,cc2403851ef8f6c9de167a86c6f76922bd0045697769cd1160695cb866b875d1,sha256:fb0bd9246471b8ad403d6686ff2e0149db79d63f940c8fb29b820c7c060b0bea,Omega_hat_NativeTrace,358521611,=,MEASURED,,clang-18.1.8-coverage-state-load-v1,clang-18.1.8-coverage-state-load-v1,Clang 18.1.8 Linux amd64 container,clang-18.1.8-coverage-state-load-v1,3,experiments/lcb_hard_v1_cpp/measurements/program-complexity/inside-loop-state/cpp/profiles.jsonl
