1540
1 11 21
5 18 36
5 18 37
5 18 38
5 18 39
5 18 40
5 19 29
5 19 30
5 19 31
5 19 32
5 19 33
5 19 34
5 19 35
5 19 36
5 19 37
5 19 38
5 19 39
5 19 40
5 20 30
5 20 31
5 20 32
5 20 33
5 20 34
5 20 35
5 20 36
5 20 37
5 20 38
5 20 39
5 20 40
5 21 31
5 21 32
5 21 33
5 21 34
5 21 35
5 21 36
5 21 37
5 21 38
5 21 39
5 21 40
5 22 32
5 22 33
5 22 34
5 22 35
5 22 36
5 22 37
5 22 38
5 22 39
5 22 40
5 23 33
5 23 34
5 23 35
5 23 36
5 23 37
5 23 38
5 23 39
5 23 40
5 24 34
5 24 35
5 24 36
5 24 37
5 24 38
5 24 39
5 24 40
5 25 35
5 25 36
5 25 37
5 25 38
5 25 39
5 25 40
5 26 36
5 26 37
5 26 38
5 26 39
5 26 40
5 27 37
5 27 38
5 27 39
5 27 40
5 28 38
5 28 39
5 28 40
5 29 39
5 29 40
5 30 40
6 16 26
6 16 27
6 16 28
6 16 29
6 16 30
6 16 31
6 16 32
6 16 33
6 16 34
6 16 35
6 16 36
6 16 37
6 16 38
6 16 39
6 16 40
6 17 27
6 17 28
6 17 29
6 17 30
6 17 31
6 17 32
6 17 33
6 17 34
6 17 35
6 17 36
6 17 37
6 17 38
6 17 39
6 17 40
6 18 28
6 18 29
6 18 30
6 18 31
6 18 32
6 18 33
6 18 34
6 18 35
6 18 36
6 18 37
6 18 38
6 18 39
6 18 40
6 19 29
6 19 30
6 19 31
6 19 32
6 19 33
6 19 34
6 19 35
6 19 36
6 19 37
6 19 38
6 19 39
6 19 40
6 20 30
6 20 31
6 20 32
6 20 33
6 20 34
6 20 35
6 20 36
6 20 37
6 20 38
6 20 39
6 20 40
6 21 31
6 21 32
6 21 33
6 21 34
6 21 35
6 21 36
6 21 37
6 21 38
6 21 39
6 21 40
6 22 32
6 22 33
6 22 34
6 22 35
6 22 36
6 22 37
6 22 38
6 22 39
6 22 40
6 23 33
6 23 34
6 23 35
6 23 36
6 23 37
6 23 38
6 23 39
6 23 40
6 24 34
6 24 35
6 24 36
6 24 37
6 24 38
6 24 39
6 24 40
6 25 35
6 25 36
6 25 37
6 25 38
6 25 39
6 25 40
6 26 36
6 26 37
6 26 38
6 26 39
6 26 40
6 27 37
6 27 38
6 27 39
6 27 40
6 28 38
6 28 39
6 28 40
6 29 39
6 29 40
6 30 40
7 17 27
7 17 28
7 17 29
7 17 30
7 17 31
7 17 32
7 17 33
7 17 34
7 17 35
7 17 36
7 17 37
7 17 38
7 17 39
7 17 40
7 18 28
7 18 29
7 18 30
7 18 31
7 18 32
7 18 33
7 18 34
7 18 35
7 18 36
7 18 37
7 18 38
7 18 39
7 18 40
7 19 29
7 19 30
7 19 31
7 19 32
7 19 33
7 19 34
7 19 35
7 19 36
7 19 37
7 19 38
7 19 39
7 19 40
7 20 30
7 20 31
7 20 32
7 20 33
7 20 34
7 20 35
7 20 36
7 20 37
7 20 38
7 20 39
7 20 40
7 21 31
7 21 32
7 21 33
7 21 34
7 21 35
7 21 36
7 21 37
7 21 38
7 21 39
7 21 40
7 22 32
7 22 33
7 22 34
7 22 35
7 22 36
7 22 37
7 22 38
7 22 39
7 22 40
7 23 33
7 23 34
7 23 35
7 23 36
7 23 37
7 23 38
7 23 39
7 23 40
7 24 34
7 24 35
7 24 36
7 24 37
7 24 38
7 24 39
7 24 40
7 25 35
7 25 36
7 25 37
7 25 38
7 25 39
7 25 40
7 26 36
7 26 37
7 26 38
7 26 39
7 26 40
7 27 37
7 27 38
7 27 39
7 27 40
7 28 38
7 28 39
7 28 40
7 29 39
7 29 40
7 30 40
8 18 28
8 18 29
8 18 30
8 18 31
8 18 32
8 18 33
8 18 34
8 18 35
8 18 36
8 18 37
8 18 38
8 18 39
8 18 40
8 19 29
8 19 30
8 19 31
8 19 32
8 19 33
8 19 34
8 19 35
8 19 36
8 19 37
8 19 38
8 19 39
8 19 40
8 20 30
8 20 31
8 20 32
8 20 33
8 20 34
8 20 35
8 20 36
8 20 37
8 20 38
8 20 39
8 20 40
8 21 31
8 21 32
8 21 33
8 21 34
8 21 35
8 21 36
8 21 37
8 21 38
8 21 39
8 21 40
8 22 32
8 22 33
8 22 34
8 22 35
8 22 36
8 22 37
8 22 38
8 22 39
8 22 40
8 23 33
8 23 34
8 23 35
8 23 36
8 23 37
8 23 38
8 23 39
8 23 40
8 24 34
8 24 35
8 24 36
8 24 37
8 24 38
8 24 39
8 24 40
8 25 35
8 25 36
8 25 37
8 25 38
8 25 39
8 25 40
8 26 36
8 26 37
8 26 38
8 26 39
8 26 40
8 27 37
8 27 38
8 27 39
8 27 40
8 28 38
8 28 39
8 28 40
8 29 39
8 29 40
8 30 40
9 19 29
9 19 30
9 19 31
9 19 32
9 19 33
9 19 34
9 19 35
9 19 36
9 19 37
9 19 38
9 19 39
9 19 40
9 20 30
9 20 31
9 20 32
9 20 33
9 20 34
9 20 35
9 20 36
9 20 37
9 20 38
9 20 39
9 20 40
9 21 31
9 21 32
9 21 33
9 21 34
9 21 35
9 21 36
9 21 37
9 21 38
9 21 39
9 21 40
9 22 32
9 22 33
9 22 34
9 22 35
9 22 36
9 22 37
9 22 38
9 22 39
9 22 40
9 23 33
9 23 34
9 23 35
9 23 36
9 23 37
9 23 38
9 23 39
9 23 40
9 24 34
9 24 35
9 24 36
9 24 37
9 24 38
9 24 39
9 24 40
9 25 35
9 25 36
9 25 37
9 25 38
9 25 39
9 25 40
9 26 36
9 26 37
9 26 38
9 26 39
9 26 40
9 27 37
9 27 38
9 27 39
9 27 40
9 28 38
9 28 39
9 28 40
9 29 39
9 29 40
9 30 40
10 20 30
10 20 31
10 20 32
10 20 33
10 20 34
10 20 35
10 20 36
10 20 37
10 20 38
10 20 39
10 20 40
10 21 31
10 21 32
10 21 33
10 21 34
10 21 35
10 21 36
10 21 37
10 21 38
10 21 39
10 21 40
10 22 32
10 22 33
10 22 34
10 22 35
10 22 36
10 22 37
10 22 38
10 22 39
10 22 40
10 23 33
10 23 34
10 23 35
10 23 36
10 23 37
10 23 38
10 23 39
10 23 40
10 24 34
10 24 35
10 24 36
10 24 37
10 24 38
10 24 39
10 24 40
10 25 35
10 25 36
10 25 37
10 25 38
10 25 39
10 25 40
10 26 36
10 26 37
10 26 38
10 26 39
10 26 40
10 27 37
10 27 38
10 27 39
10 27 40
10 28 38
10 28 39
10 28 40
10 29 39
10 29 40
10 30 40
11 21 31
11 21 32
11 21 33
11 21 34
11 21 35
11 21 36
11 21 37
11 21 38
11 21 39
11 21 40
11 22 32
11 22 33
11 22 34
11 22 35
11 22 36
11 22 37
11 22 38
11 22 39
11 22 40
11 23 33
11 23 34
11 23 35
11 23 36
11 23 37
11 23 38
11 23 39
11 23 40
11 24 34
11 24 35
11 24 36
11 24 37
11 24 38
11 24 39
11 24 40
11 25 35
11 25 36
11 25 37
11 25 38
11 25 39
11 25 40
11 26 36
11 26 37
11 26 38
11 26 39
11 26 40
11 27 37
11 27 38
11 27 39
11 27 40
11 28 38
11 28 39
11 28 40
11 29 39
11 29 40
11 30 40
12 22 32
12 22 33
12 22 34
12 22 35
12 22 36
12 22 37
12 22 38
12 22 39
12 22 40
12 23 33
12 23 34
12 23 35
12 23 36
12 23 37
12 23 38
12 23 39
12 23 40
12 24 34
12 24 35
12 24 36
12 24 37
12 24 38
12 24 39
12 24 40
12 25 35
12 25 36
12 25 37
12 25 38
12 25 39
12 25 40
12 26 36
12 26 37
12 26 38
12 26 39
12 26 40
12 27 37
12 27 38
12 27 39
12 27 40
12 28 38
12 28 39
12 28 40
12 29 39
12 29 40
12 30 40
13 23 33
13 23 34
13 23 35
13 23 36
13 23 37
13 23 38
13 23 39
13 23 40
13 24 34
13 24 35
13 24 36
13 24 37
13 24 38
13 24 39
13 24 40
13 25 35
13 25 36
13 25 37
13 25 38
13 25 39
13 25 40
13 26 36
13 26 37
13 26 38
13 26 39
13 26 40
13 27 37
13 27 38
13 27 39
13 27 40
13 28 38
13 28 39
13 28 40
13 29 39
13 29 40
13 30 40
14 24 34
14 24 35
14 24 36
14 24 37
14 24 38
14 24 39
14 24 40
14 25 35
14 25 36
14 25 37
14 25 38
14 25 39
14 25 40
14 26 36
14 26 37
14 26 38
14 26 39
14 26 40
14 27 37
14 27 38
14 27 39
14 27 40
14 28 38
14 28 39
14 28 40
14 29 39
14 29 40
14 30 40
15 25 35
15 25 36
15 25 37
15 25 38
15 25 39
15 25 40
15 26 36
15 26 37
15 26 38
15 26 39
15 26 40
15 27 37
15 27 38
15 27 39
15 27 40
15 28 38
15 28 39
15 28 40
15 29 39
15 29 40
15 30 40
16 26 36
16 26 37
16 26 38
16 26 39
16 26 40
16 27 37
16 27 38
16 27 39
16 27 40
16 28 38
16 28 39
16 28 40
16 29 39
16 29 40
16 30 40
17 27 37
17 27 38
17 27 39
17 27 40
17 28 38
17 28 39
17 28 40
17 29 39
17 29 40
17 30 40
18 28 38
18 28 39
18 28 40
18 29 39
18 29 40
18 30 40
19 29 39
19 29 40
19 30 40
20 30 40
